# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0410"(3D electron microscopy)	Zhu X. et al.(2021)	intact:EBI-26968151|pubmed:33914735|imex:IM-28945	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26974594|emdb:EMD-23878|wwpdb:7mjm|imex:IM-28945-3	-
uniprotkb:P0DTC9	refseq:NC_045512.2	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:sl1_5_prime utr(display_short)	psi-mi:"MI:0416"(fluorescence microscopy)	Zhao M. et al.(2021)	intact:EBI-26959046|pubmed:33837182|imex:IM-28926	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26969117|imex:IM-28926-13	-
uniprotkb:P0DTC9	uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0030"(cross-linking study)	Wu Y. et al.(2021)	intact:EBI-26964921|pubmed:33895773|imex:IM-28935	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26970280|imex:IM-28935-5	-
refseq:NC_045512.2	refseq:NC_045512.2	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	psi-mi:sl1_5_prime utr(display_short)	psi-mi:sl1_5_prime utr(display_short)	psi-mi:"MI:0017"(classical fluorescence spectroscopy)	Bezzi G. et al.(2021)	intact:EBI-26904502|pubmed:33807682|imex:IM-28888	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26957426|imex:IM-28888-37	-
uniprotkb:Q9H074	uniprotkb:P11940	ensembl:ENSP00000302768.3|uniprotkb:O60455|uniprotkb:Q96B61|uniprotkb:Q9BS63|intact:EBI-28983264|intact:EBI-11149865|uniprotkb:A6NKV8|intact:EBI-81519|uniprotkb:Q9H074	intact:EBI-28983164|ensembl:ENSP00000313007.5|ensembl:ENSP00000428749.2|ensembl:ENSP00000428840.2|ensembl:ENSP00000429790.2|ensembl:ENSP00000429119.2|ensembl:ENSP00000429892.2|ensembl:ENSP00000430012.2|uniprotkb:Q15097|uniprotkb:Q93004|intact:EBI-81531|uniprotkb:P11940	psi-mi:paip1_human(display_short)|psi-mi:Polyadenylate-binding protein-interacting protein 1(display_long)|uniprotkb:PAIP1(gene name)	psi-mi:pabp1_human(display_short)|psi-mi:Polyadenylate-binding protein 1(display_long)|uniprotkb:PABPC1(gene name)|uniprotkb:PABP(gene name synonym)|uniprotkb:PABPC2(gene name synonym)|uniprotkb:PABP1(gene name synonym)|uniprotkb:PAB1(gene name synonym)	psi-mi:"MI:1247"(microscale thermophoresis)	Lei J. et al.(2021)	intact:EBI-26965141|pubmed:33876849|imex:IM-28937	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26971245|imex:IM-28937-21	-
refseq:NC_045512.2	refseq:NC_045512.2	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	psi-mi:sl1_5_prime utr(display_short)	psi-mi:sl1_5_prime utr(display_short)	psi-mi:"MI:0017"(classical fluorescence spectroscopy)	Bezzi G. et al.(2021)	intact:EBI-26904502|pubmed:33807682|imex:IM-28888	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26957476|imex:IM-28888-39	-
uniprotkb:P0DTC9	uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Zhao M. et al.(2021)	intact:EBI-26959046|pubmed:33837182|imex:IM-28926	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26968835|imex:IM-28926-9	-
refseq:NC_045512.2	uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:sl1_5_prime utr(display_short)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Zhao M. et al.(2021)	intact:EBI-26959046|pubmed:33837182|imex:IM-28926	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26968791|imex:IM-28926-61	-
refseq:NC_045512.2	uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:sl1_5_prime utr(display_short)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Zhao M. et al.(2021)	intact:EBI-26959046|pubmed:33837182|imex:IM-28926	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26969077|imex:IM-28926-37	-
refseq:NC_045512.2	uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:sl1_5_prime utr(display_short)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Zhao M. et al.(2021)	intact:EBI-26959046|pubmed:33837182|imex:IM-28926	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26968791|imex:IM-28926-61	-
refseq:NC_045512.2	refseq:NC_045512.2	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	psi-mi:sl1_5_prime utr(display_short)	psi-mi:sl1_5_prime utr(display_short)	psi-mi:"MI:0017"(classical fluorescence spectroscopy)	Bezzi G. et al.(2021)	intact:EBI-26904502|pubmed:33807682|imex:IM-28888	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26957399|imex:IM-28888-35	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	Zhu X. et al.(2021)	intact:EBI-26968151|pubmed:33914735|imex:IM-28945	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26974693|imex:IM-28945-7	-
refseq:NC_045512.2	uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:sl1_5_prime utr(display_short)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Zhao M. et al.(2021)	intact:EBI-26959046|pubmed:33837182|imex:IM-28926	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26967384|imex:IM-28926-21	-
refseq:NC_045512.2	uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:sl1_5_prime utr(display_short)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Zhao M. et al.(2021)	intact:EBI-26959046|pubmed:33837182|imex:IM-28926	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26968823|imex:IM-28926-49	-
uniprotkb:P0DTC9	refseq:NC_045512.2	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:sl1_5_prime utr(display_short)	psi-mi:"MI:0416"(fluorescence microscopy)	Zhao M. et al.(2021)	intact:EBI-26959046|pubmed:33837182|imex:IM-28926	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26969093|imex:IM-28926-39	-
uniprotkb:P0DTC9	uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Wu Y. et al.(2021)	intact:EBI-26964921|pubmed:33895773|imex:IM-28935	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26970439|imex:IM-28935-9	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0410"(3D electron microscopy)	Zhu X. et al.(2021)	intact:EBI-26968151|pubmed:33914735|imex:IM-28945	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26974442|emdb:EMD-23879|wwpdb:7mjn|imex:IM-28945-1	-
uniprotkb:P0DTC9	refseq:NC_045512.2	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:sl1_5_prime utr(display_short)	psi-mi:"MI:0416"(fluorescence microscopy)	Iserman C. et al.(2020)	intact:EBI-26606975|pubmed:33290746|imex:IM-28797	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26872536|imex:IM-28797-5	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0969"(bio-layer interferometry)	Zhu X. et al.(2021)	intact:EBI-26968151|pubmed:33914735|imex:IM-28945	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26974739|imex:IM-28945-9	-
refseq:NC_045512.2	uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:sl1_5_prime utr(display_short)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Zhao M. et al.(2021)	intact:EBI-26959046|pubmed:33837182|imex:IM-28926	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26968823|imex:IM-28926-49	-
